id,mammal_id,spcrecid,kingdom,phylum,class,order_team,family,genus,species,common_names_eng,red_list_status_id,mass,guild,wpi_include
3199,41684,NA,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,PROCYONIDAE,Nasua,nasua,South American Coati,8,3794,Omnivore,t
3241,14519,NA,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,FELIDAE,Neofelis,nebulosa,Clouded Leopard,5,19852,Carnivore,t
8297,NA,1330,ANIMALIA,CHORDATA,AVES,CUCULIFORMES,CUCULIDAE,Neomorphus,geoffroyi,Rufous-vented Ground-cuckoo,8,350,Omnivore,t
3294,14671,NA,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,NESOMYIDAE,Nesomys,rufus,"Eastern Red Forest Rat, Island Mouse",8,163,Herbivore,t
5492,NA,16,ANIMALIA,CHORDATA,AVES,TINAMIFORMES,TINAMIDAE,Nothocercus,bonapartei,Highland Tinamou,8,925,Omnivore,t
5620,NA,96,ANIMALIA,CHORDATA,AVES,GALLIFORMES,CRACIDAE,Nothocrax,urumutum,Nocturnal Curassow,8,1700,NA,t
5636,NA,308,ANIMALIA,CHORDATA,AVES,GALLIFORMES,NUMIDIDAE,Numida,meleagris,Helmeted Guineafowl,8,1375,Omnivore,t
3470,42394,NA,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Odocoileus,virginianus,"Key Deer, Key Deer Toy Deer, White-tailed Deer",8,55509,Herbivore,t
5653,NA,324,ANIMALIA,CHORDATA,AVES,GALLIFORMES,ODONTOPHORIDAE,Odontophorus,gujanensis,Marbled Wood-quail,9,280,Omnivore,t
5667,NA,338,ANIMALIA,CHORDATA,AVES,GALLIFORMES,ODONTOPHORIDAE,Odontophorus,guttatus,Spotted Wood-quail,8,300,Omnivore,t
5664,NA,335,ANIMALIA,CHORDATA,AVES,GALLIFORMES,ODONTOPHORIDAE,Odontophorus,leucolaemus,Black-breasted Wood-quail,8,275,Omnivore,t
5666,NA,337,ANIMALIA,CHORDATA,AVES,GALLIFORMES,ODONTOPHORIDAE,Odontophorus,stellatus,Starred Wood-quail,8,295,Omnivore,t
3538,41504,NA,ANIMALIA,CHORDATA,MAMMALIA,TUBULIDENTATA,ORYCTEROPODIDAE,Orycteropus,afer,"Aardvark, Antbear",8,52350,Insectivore,t
3611,41692,NA,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,VIVERRIDAE,Paguma,larvata,"Gem-faced Civet, Masked Palm Civet",8,4300,Insectivore,t
3615,15933,NA,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,HOMINIDAE,Pan,troglodytes,"Chimpanzee, Common Chimpanzee, Robust Chimpanzee",4,45000,Omnivore,t
3617,15953,NA,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,FELIDAE,Panthera,onca,Jaguar,9,100000,Carnivore,t
3618,15954,NA,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,FELIDAE,Panthera,pardus,Leopard,9,55615,Carnivore,t
3619,15955,NA,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,FELIDAE,Panthera,tigris,Tiger,4,162564,Carnivore,t
3623,40647,NA,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Papio,anubis,"Anubis Baboon, Olive Baboon",8,21250,Omnivore,t
3624,16021,NA,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Papio,cynocephalus,Yellow Baboon,8,18400,Omnivore,t
3636,41693,NA,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,VIVERRIDAE,Paradoxurus,hermaphroditus,"Common Palm Civet, Mentawai Palm Civet",8,3200,Omnivore,t
3670,16202,NA,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Paraxerus,vexillarius,Svynnerton's Bush Squirrel,9,675,Herbivore,t
3673,16218,NA,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,FELIDAE,Pardofelis,marmorata,Marbled Cat,5,2459,Carnivore,t
3674,4038,NA,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,FELIDAE,Pardofelis,temminckii,"Asiatic Golden Cat, Golden Cat, Temminck's Cat",9,12500,Carnivore,t
3683,41777,NA,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,TAYASSUIDAE,Pecari,tajacu,Collared Peccary,8,21267,Omnivore,t
5606,NA,82,ANIMALIA,CHORDATA,AVES,GALLIFORMES,CRACIDAE,Penelope,jacquacu,Spix's Guan,8,1460,Herbivore,t
5608,NA,84,ANIMALIA,CHORDATA,AVES,GALLIFORMES,CRACIDAE,Penelope,pileata,White-crested Guan,5,1260,Herbivore,t
5603,NA,79,ANIMALIA,CHORDATA,AVES,GALLIFORMES,CRACIDAE,Penelope,purpurascens,Crested Guan,8,1750,Herbivore,t
5601,NA,77,ANIMALIA,CHORDATA,AVES,GALLIFORMES,CRACIDAE,Penelope,superciliaris,Rusty-margined Guan,8,1075,Herbivore,t
3800,42679,NA,ANIMALIA,CHORDATA,MAMMALIA,MACROSCELIDEA,MACROSCELIDIDAE,Petrodromus,tetradactylus,"Four-toed Elephant-shrew, Four-toed Elephant Shrew, Four-toed Sengi",8,188,Insectivore,t
3851,12767,NA,ANIMALIA,CHORDATA,MAMMALIA,PHOLIDOTA,MANIDAE,Phataginus,tricuspis,"African White-bellied Pangolin, Three-cusped Pangolin, Tree Pangolin, White-bellied Pangolin",9,1800,Insectivore,t
3854,40515,NA,ANIMALIA,CHORDATA,MAMMALIA,DIDELPHIMORPHIA,DIDELPHIDAE,Philander,andersoni,"Anderson's Four-eyed Opossum, Black Four-eyed Opossum",8,325,Omnivore,t
3859,40516,NA,ANIMALIA,CHORDATA,MAMMALIA,DIDELPHIMORPHIA,DIDELPHIDAE,Philander,opossum,"Gray Four-eyed Opossum, Guaiki",8,421,Omnivore,t
3861,4143,NA,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BOVIDAE,Philantomba,monticola,Blue Duiker,8,4600,Herbivore,t
12282,NA,6264,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PICATHARTIDAE,Picathartes,oreas,Grey-necked Picathartes,5,225,Omnivore,t
5848,NA,32657,ANIMALIA,CHORDATA,AVES,GALLIFORMES,PHASIANIDAE,Polyplectron,bicalcaratum,Grey Peacock-pheasant,8,737,Omnivore,t
4044,41770,NA,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,SUIDAE,Potamochoerus,larvatus,Bushpig,8,48781,Omnivore,t
4045,41771,NA,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,SUIDAE,Potamochoerus,porcus,Red River Hog,8,70000,Omnivore,t
4077,18134,NA,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Presbytis,siamensis,"Pale-thighed Langur, White-thighed Surili",9,6600,Herbivore,t
4079,18144,NA,ANIMALIA,CHORDATA,MAMMALIA,CINGULATA,DASYPODIDAE,Priodontes,maximus,Giant Armadillo,5,45360,Insectivore,t
4080,18146,NA,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,FELIDAE,Prionailurus,bengalensis,Leopard Cat,8,3300,Carnivore,t
4084,41705,NA,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,PRIONODONTIDAE,Prionodon,linsang,Banded Linsang,8,700,Carnivore,t
4098,41685,NA,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,PROCYONIDAE,Procyon,cancrivorus,Crab-eating Raccoon,8,6950,Carnivore,t
4708,40594,NA,ANIMALIA,CHORDATA,MAMMALIA,AFROSORICIDA,TENRECIDAE,Setifer,setosus,"Greater Hedgehog Tenrec, Large Madagascar Hedgehog",8,213,Insectivore,t
4099,41686,NA,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,PROCYONIDAE,Procyon,lotor,Northern Raccoon,8,5525,Omnivore,t
4101,18275,NA,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,ECHIMYIDAE,Proechimys,brevicauda,"Huallaga Spiny Rat, Huallago Spiny Rat",8,285,Omnivore,t
4104,18279,NA,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,ECHIMYIDAE,Proechimys,cuvieri,Cuvier's Spiny Rat,8,330,Omnivore,t
4110,18277,NA,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,ECHIMYIDAE,Proechimys,guyannensis,Cayenne Spiny Rat,8,225,Omnivore,t
4121,18297,NA,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,ECHIMYIDAE,Proechimys,semispinosus,Tome's Spiny Rat,8,361,Omnivore,t
4123,18300,NA,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,ECHIMYIDAE,Proechimys,steerei,Steere's Spiny Rat,8,250,Omnivore,t
4154,18386,NA,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Protoxerus,stangeri,"African Giant Squirrel, Forest Giant Squirrel",8,592,Herbivore,t
6978,NA,2803,ANIMALIA,CHORDATA,AVES,GRUIFORMES,PSOPHIIDAE,Psophia,crepitans,Grey-winged Trumpeter,8,1300,Omnivore,t
6979,NA,2804,ANIMALIA,CHORDATA,AVES,GRUIFORMES,PSOPHIIDAE,Psophia,leucoptera,Pale-winged Trumpeter,8,1250,Omnivore,t
6980,NA,2805,ANIMALIA,CHORDATA,AVES,GRUIFORMES,PSOPHIIDAE,Psophia,viridis,Dark-winged Trumpeter,4,1100,Omnivore,t
4235,18711,NA,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Pteronura,brasiliensis,"Giant Brazilian Otter, Giant Otter",4,24000,Carnivore,t
4304,18868,NA,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,FELIDAE,Puma,concolor,"Cougar, Deer Tiger, Mountain Lion, Puma, Red Tiger",8,51600,Carnivore,t
4305,9948,NA,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,FELIDAE,Puma,yagouaroundi,"Eyra Cat, Jaguarundi",8,8400,Carnivore,t
4370,19360,NA,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,rattus,"Black Rat, House Rat, Roof Rat, Ship Rat",8,280,Omnivore,t
4513,42460,NA,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Rhinosciurus,laticaudatus,Shrew-faced Squirrel,9,221,Herbivore,t
4534,19647,NA,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SPALACIDAE,Rhizomys,sumatrensis,"Indomalayan Bamboo Rat, Large Bamboo Rat",8,250,Herbivore,t
4547,19709,NA,ANIMALIA,CHORDATA,MAMMALIA,MACROSCELIDEA,MACROSCELIDIDAE,Rhynchocyon,cirnei,"Chequered Elephant-shrew, Chequered Elephant Shrew, Chequered Sengi",9,490,Insectivore,t
4549,136309,NA,ANIMALIA,CHORDATA,MAMMALIA,MACROSCELIDEA,MACROSCELIDIDAE,Rhynchocyon,udzungwensis,"Grey-faced Elephant-shrew, Grey-faced Sengi",5,750,Insectivore,t
5799,NA,228,ANIMALIA,CHORDATA,AVES,GALLIFORMES,PHASIANIDAE,Rollulus,rouloul,Crested Partridge,9,217,Omnivore,t
4579,41790,NA,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Rusa,unicolor,"Sambar, Sambar Deer",5,211620,Herbivore,t
4650,20010,NA,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Sciurus,granatensis,Red-tailed Squirrel,8,250,Herbivore,t
4652,20012,NA,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Sciurus,ignitus,Bolivian Squirrel,7,190,Herbivore,t
4653,20013,NA,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Sciurus,igniventris,Northern Amazon Red Squirrel,8,700,Herbivore,t
4662,20022,NA,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Sciurus,spadiceus,Southern Amazon Red Squirrel,8,403,Herbivore,t
4759,12762,NA,ANIMALIA,CHORDATA,MAMMALIA,PHOLIDOTA,MANIDAE,Smutsia,gigantea,"Giant Ground Pangolin, Giant Pangolin",9,12500,Insectivore,t
4863,20468,NA,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,CANIDAE,Speothos,venaticus,"Bush Dog, Savannah Dog, Vinegar Dog",9,6000,Carnivore,t
4994,21155,NA,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Sundasciurus,hippurus,Horse-tailed Squirrel,9,500,Herbivore,t
5016,41775,NA,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,SUIDAE,Sus,scrofa,"Eurasian Wild Pig, Ryukyu Islands Wild Pig, Wild Boar",8,117286,Omnivore,t
5025,41298,NA,ANIMALIA,CHORDATA,MAMMALIA,LAGOMORPHA,LEPORIDAE,Sylvilagus,brasiliensis,"Forest Rabbit, Tapeti",8,950,Herbivore,t
5054,21251,NA,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BOVIDAE,Syncerus,caffer,African Buffalo,8,580003,Herbivore,t
5117,21349,NA,ANIMALIA,CHORDATA,MAMMALIA,PILOSA,MYRMECOPHAGIDAE,Tamandua,mexicana,Northern Tamandua,8,4210,Insectivore,t
5118,21350,NA,ANIMALIA,CHORDATA,MAMMALIA,PILOSA,MYRMECOPHAGIDAE,Tamandua,tetradactyla,"Collared Anteater, Lesser Anteater, Northern Tamandua, Southern Tamandua, Tamandua",8,5515,Insectivore,t
5166,21471,NA,ANIMALIA,CHORDATA,MAMMALIA,PERISSODACTYLA,TAPIRIDAE,Tapirus,bairdii,"Baird's Tapir, Central American Tapir",4,225000,Herbivore,t
5167,21472,NA,ANIMALIA,CHORDATA,MAMMALIA,PERISSODACTYLA,TAPIRIDAE,Tapirus,indicus,"Asian Tapir, Indian Tapir, Malayan Tapir, Malay Tapir",4,296250,Herbivore,t
5169,21474,NA,ANIMALIA,CHORDATA,MAMMALIA,PERISSODACTYLA,TAPIRIDAE,Tapirus,terrestris,"Brazilian Tapir, Lowland Tapir, South American Tapir",5,207501,Herbivore,t
5194,41778,NA,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,TAYASSUIDAE,Tayassu,pecari,White-lipped Peccary,5,32234,Omnivore,t
5195,40595,NA,ANIMALIA,CHORDATA,MAMMALIA,AFROSORICIDA,TENRECIDAE,Tenrec,ecaudatus,"Common Tenrec, Tailess Tenrec",8,868,Omnivore,t
5257,21846,NA,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,THRYONOMYIDAE,Thryonomys,gregorianus,Lesser Cane Rat,8,2707,Herbivore,t
5258,21847,NA,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,THRYONOMYIDAE,Thryonomys,swinderianus,Greater Cane Rat,8,4060,Herbivore,t
5498,NA,15,ANIMALIA,CHORDATA,AVES,TINAMIFORMES,TINAMIDAE,Tinamus,guttatus,White-throated Tinamou,9,689,Omnivore,t
5497,NA,14,ANIMALIA,CHORDATA,AVES,TINAMIFORMES,TINAMIDAE,Tinamus,major,Great Tinamou,9,1100,Omnivore,t
5494,NA,11,ANIMALIA,CHORDATA,AVES,TINAMIFORMES,TINAMIDAE,Tinamus,tao,Grey Tinamou,5,1674,Omnivore,t
5312,22047,NA,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BOVIDAE,Tragelaphus,eurycerus,Bongo,9,329003,Herbivore,t
5315,22051,NA,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BOVIDAE,Tragelaphus,scriptus,Bushbuck,8,43250,Herbivore,t
5316,22050,NA,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BOVIDAE,Tragelaphus,spekii,"Marshbuck, Sitatunga",8,77999,Herbivore,t
5318,41780,NA,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,TRAGULIDAE,Tragulus,javanicus,"Java Mousedeer, Javan Chevrotain, Javan Mousedeer, Kanchil, Lesser Mouse Deer",7,2250,Herbivore,t
5319,136297,NA,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,TRAGULIDAE,Tragulus,kanchil,"Lesser Malay Chevrotain, Lesser Mousedeer, Lesser Oriental Chevrotain, Mouse Deer",8,2000,Herbivore,t
5320,41781,NA,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,TRAGULIDAE,Tragulus,napu,"Balabac Chevrotain, Greater Mousedeer, Greater Oriental Chevrotain, Larger Malay Chevrotain, Larger Mousedeer, Napu",8,4000,Herbivore,t
5326,22066,NA,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,URSIDAE,Tremarctos,ornatus,"Andean Bear, Spectacled Bear",5,140001,Omnivore,t
5356,41494,NA,ANIMALIA,CHORDATA,MAMMALIA,SCANDENTIA,TUPAIIDAE,Tupaia,glis,"Common Treeshrew, Common Tree Shrew",8,159,Omnivore,t
5367,41501,NA,ANIMALIA,CHORDATA,MAMMALIA,SCANDENTIA,TUPAIIDAE,Tupaia,tana,"Large Treeshrew, Large Tree Shrew",8,198,Insectivore,t
7495,NA,2532,ANIMALIA,CHORDATA,AVES,COLUMBIFORMES,COLUMBIDAE,Turtur,brehmeri,Blue-headed Wood-dove,8,113,Omnivore,t
5436,41709,NA,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,VIVERRIDAE,Viverra,zibetha,Large Indian Civet,9,9000,Omnivore,t
5774,NA,187,ANIMALIA,CHORDATA,AVES,GALLIFORMES,PHASIANIDAE,Xenoperdix,udzungwensis,Udzungwa Forest-partridge,4,225,Omnivore,t
5795,NA,31507,ANIMALIA,CHORDATA,AVES,GALLIFORMES,PHASIANIDAE,Arborophila,chloropus,Scaly-breasted Partridge,8,270,NA,t
573,3745,NA,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,CANIDAE,Canis,latrans,"American Jackal, Brush Wolf, Coyote, Prairie Wolf",8,11990,Carnivore,t
1059,41595,NA,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,HERPESTIDAE,Crossarchus,obscurus,"Common Cusimanse, Cusimanse, Long-nosed Cusimanse",8,1395,Omnivore,t
5519,NA,38,ANIMALIA,CHORDATA,AVES,TINAMIFORMES,TINAMIDAE,Crypturellus,bartletti,Bartlett's Tinamou,8,241,NA,t
1319,40502,NA,ANIMALIA,CHORDATA,MAMMALIA,DIDELPHIMORPHIA,DIDELPHIDAE,Didelphis,virginiana,Virginia Opossum,8,2442,Omnivore,t
2008,10300,NA,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CAVIIDAE,Hydrochoerus,hydrochaeris,Capybara,8,48145,Herbivore,t
5828,NA,259,ANIMALIA,CHORDATA,AVES,GALLIFORMES,PHASIANIDAE,Lophura,ignita,Crested Fireback,9,1815,Omnivore,t
2930,136831,NA,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Muntiacus,montanus,Sumatran Mountain Muntjac,7,18939,Herbivore,t
4081,18148,NA,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,FELIDAE,Prionailurus,planiceps,Flat-headed Cat,4,3533,Omnivore,t
5337,22132,NA,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,HYSTRICIDAE,Trichys,fasciculata,Long-tailed Porcupine,8,1750,NA,t
6890,NA,2884,ANIMALIA,CHORDATA,AVES,GRUIFORMES,RALLIDAE,Aramides,cajaneus,Grey-necked Wood-rail,8,397,Omnivore,t
